2025-07-26 00:02:45.535 [main] INFO  [5f06d697-9e9e-473c-9350-66d0decbe659] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 00:02:45.661 [main] INFO  [a4aa4c45-b3ad-4d6a-9082-1b7e0cfa1bf8] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:02:45.661 [main] INFO  [a4aa4c45-b3ad-4d6a-9082-1b7e0cfa1bf8] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-26 00:12:18.594 [main] INFO  [610e07b1-1d55-4343-bc3e-8319040dcb3a] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 00:12:18.603 [main] INFO  [8d8612cd-60f7-40bb-8f2a-d0d6138a688d] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 00:12:18.628 [main] INFO  [8d8612cd-60f7-40bb-8f2a-d0d6138a688d] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:12:18.707 [main] INFO  [8d8612cd-60f7-40bb-8f2a-d0d6138a688d] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 75.00ms
2025-07-26 00:12:18.709 [main] INFO  [8d8612cd-60f7-40bb-8f2a-d0d6138a688d] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:12:18.710 [main] INFO  [8d8612cd-60f7-40bb-8f2a-d0d6138a688d] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-26 00:12:18.710 [main] INFO  [8d8612cd-60f7-40bb-8f2a-d0d6138a688d] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:12:18.719 [main] INFO  [8d8612cd-60f7-40bb-8f2a-d0d6138a688d] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 9.00ms
2025-07-26 00:12:18.720 [main] INFO  [8d8612cd-60f7-40bb-8f2a-d0d6138a688d] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:12:18.720 [main] INFO  [8d8612cd-60f7-40bb-8f2a-d0d6138a688d] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-26 00:12:18.721 [main] INFO  [8d8612cd-60f7-40bb-8f2a-d0d6138a688d] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:12:18.721 [main] INFO  [8d8612cd-60f7-40bb-8f2a-d0d6138a688d] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-26 00:12:18.721 [main] INFO  [8d8612cd-60f7-40bb-8f2a-d0d6138a688d] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:12:18.725 [main] INFO  [8d8612cd-60f7-40bb-8f2a-d0d6138a688d] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 3.00ms
2025-07-26 00:12:18.728 [main] INFO  [563d6141-59fb-446a-b581-70d0671f250b] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 00:12:18.729 [main] INFO  [041dbad4-4546-4873-a3fe-56b41bd96a97] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 00:12:18.732 [main] INFO  [041dbad4-4546-4873-a3fe-56b41bd96a97] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:12:18.733 [main] INFO  [041dbad4-4546-4873-a3fe-56b41bd96a97] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 1.00ms
2025-07-26 00:12:18.738 [main] INFO  [041dbad4-4546-4873-a3fe-56b41bd96a97] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:12:18.738 [main] INFO  [041dbad4-4546-4873-a3fe-56b41bd96a97] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-26 00:12:18.740 [main] INFO  [041dbad4-4546-4873-a3fe-56b41bd96a97] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:12:18.740 [main] INFO  [041dbad4-4546-4873-a3fe-56b41bd96a97] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-26 00:12:18.744 [main] INFO  [041dbad4-4546-4873-a3fe-56b41bd96a97] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:12:18.744 [main] INFO  [041dbad4-4546-4873-a3fe-56b41bd96a97] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-26 11:32:00.018 [main] INFO  [188347bf-d7f0-44fa-9c09-4bb37bc6fec8] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 11:32:00.037 [main] INFO  [188347bf-d7f0-44fa-9c09-4bb37bc6fec8] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Trade ID Validation
2025-07-26 11:32:00.113 [main] INFO  [188347bf-d7f0-44fa-9c09-4bb37bc6fec8] d.m.r.core.engine.config.RulesEngine - Rule 'Trade ID Validation' evaluated to true in 70.00ms
2025-07-26 11:32:00.116 [main] INFO  [188347bf-d7f0-44fa-9c09-4bb37bc6fec8] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Notional Amount Validation
2025-07-26 11:32:00.117 [main] INFO  [188347bf-d7f0-44fa-9c09-4bb37bc6fec8] d.m.r.core.engine.config.RulesEngine - Rule 'Notional Amount Validation' evaluated to true in 1.00ms
2025-07-26 11:32:00.118 [main] INFO  [188347bf-d7f0-44fa-9c09-4bb37bc6fec8] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Trade Date Validation
2025-07-26 11:32:00.126 [main] INFO  [188347bf-d7f0-44fa-9c09-4bb37bc6fec8] d.m.r.core.engine.config.RulesEngine - Rule 'Trade Date Validation' evaluated to true in 8.00ms
2025-07-26 11:32:00.127 [main] INFO  [188347bf-d7f0-44fa-9c09-4bb37bc6fec8] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Currency Consistency Validation
2025-07-26 11:32:00.127 [main] INFO  [188347bf-d7f0-44fa-9c09-4bb37bc6fec8] d.m.r.core.engine.config.RulesEngine - Rule 'Currency Consistency Validation' evaluated to true in 0.00ms
2025-07-26 11:32:00.128 [main] INFO  [188347bf-d7f0-44fa-9c09-4bb37bc6fec8] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Minimum Notional Amount
2025-07-26 11:32:00.129 [main] INFO  [188347bf-d7f0-44fa-9c09-4bb37bc6fec8] d.m.r.core.engine.config.RulesEngine - Rule 'Minimum Notional Amount' evaluated to true in 1.00ms
2025-07-26 11:32:00.129 [main] INFO  [188347bf-d7f0-44fa-9c09-4bb37bc6fec8] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Maximum Maturity Period
2025-07-26 11:32:00.134 [main] INFO  [188347bf-d7f0-44fa-9c09-4bb37bc6fec8] d.m.r.core.engine.config.RulesEngine - Rule 'Maximum Maturity Period' evaluated to true in 2.00ms
2025-07-26 11:32:00.135 [main] INFO  [188347bf-d7f0-44fa-9c09-4bb37bc6fec8] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Energy Commodity Validation
2025-07-26 11:32:00.136 [main] INFO  [188347bf-d7f0-44fa-9c09-4bb37bc6fec8] d.m.r.core.engine.config.RulesEngine - Rule 'Energy Commodity Validation' evaluated to true in 0.00ms
2025-07-26 11:32:00.139 [main] INFO  [188347bf-d7f0-44fa-9c09-4bb37bc6fec8] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Account Client Validation
2025-07-26 11:32:00.140 [main] INFO  [188347bf-d7f0-44fa-9c09-4bb37bc6fec8] d.m.r.core.engine.config.RulesEngine - Rule 'Account Client Validation' evaluated to true in 0.00ms
